customer_id,signup_date,tenure_months,plan_type,signup_channel,monthly_spend,num_support_tickets,last_login_days_ago,payment_failures_past_90d,cancel_page_views_30d,is_churned
C105083,2022-11-16,14,Basic,partner,21.69,1,13.0,1,0,0
C104877,2022-11-16,14,Standard,organic,41.7,0,0.0,0,0,0
C106461,2022-11-17,13,Standard,organic,49.48,0,0.0,1,0,0
C103080,2022-11-17,13,Standard,organic,45.36,1,4.0,0,0,0
C103859,2022-11-17,13,Standard,partner,37.5,2,6.0,0,0,0
C100297,2022-11-17,13,Standard,organic,42.0,1,0.0,0,0,0
C103103,2022-11-17,13,Basic,organic,19.75,1,52.0,1,0,0
C106777,2022-11-17,13,Standard,organic,39.83,0,36.0,0,0,0
C106216,2022-11-17,13,Standard,paid_search,43.37,4,12.0,0,0,0
C100003,2022-11-17,13,Basic,partner,25.98,0,,0,0,0
C106941,2022-11-17,13,Premium,organic,94.9,2,4.0,0,0,0
C101417,2022-11-17,13,Premium,organic,110.45,0,1.0,0,0,0
C107288,2022-11-17,13,Basic,organic,18.01,2,,0,0,0
C102564,2022-11-17,13,Basic,referral,21.9,1,14.0,0,0,0
C100120,2022-11-17,13,Premium,organic,102.65,0,1.0,0,0,0
C107417,2022-11-17,13,Standard,organic,33.05,0,7.0,0,0,0
C106804,2022-11-18,13,Standard,paid_search,44.71,1,22.0,0,0,0
C103124,2022-11-18,13,Basic,paid_search,15.44,0,5.0,0,0,0
C107208,2022-11-18,13,Standard,organic,32.71,0,17.0,0,0,0
C106739,2022-11-18,13,Basic,organic,15.44,1,21.0,0,0,0
C106876,2022-11-18,13,Basic,organic,17.45,3,4.0,0,0,0
C107232,2022-11-18,13,Basic,paid_search,16.08,2,7.0,0,0,0
C103623,2022-11-18,13,Basic,referral,25.03,2,1.0,0,0,0
C102134,2022-11-18,13,Basic,referral,19.56,0,13.0,0,0,0
C103550,2022-11-18,13,Premium,paid_search,92.61,1,4.0,0,0,0
C107963,2022-11-18,13,Basic,partner,21.25,1,4.0,0,0,0
C103743,2022-11-18,13,Premium,paid_search,70.91,1,2.0,0,0,0
C102077,2022-11-18,13,Basic,organic,23.46,0,16.0,0,0,0
C104027,2022-11-18,13,Standard,partner,32.02,1,1.0,0,0,0
C101219,2022-11-18,13,Basic,paid_search,18.54,2,1.0,0,0,0
C107671,2022-11-18,13,Standard,organic,41.34,1,34.0,0,2,1
C100799,2022-11-19,13,Standard,paid_search,23.33,1,20.0,0,0,0
C100284,2022-11-19,13,Premium,paid_search,79.71,1,,1,0,0
C107479,2022-11-19,13,Premium,paid_search,89.64,1,0.0,0,0,0
C106123,2022-11-19,13,Basic,organic,17.72,1,,0,0,0
C106961,2022-11-19,13,Basic,organic,17.74,1,15.0,0,0,0
C103355,2022-11-19,13,Basic,paid_search,16.33,1,23.0,1,0,0
C101292,2022-11-20,13,Premium,paid_search,87.82,2,12.0,0,0,0
C100934,2022-11-20,13,Standard,partner,38.51,1,7.0,2,0,0
C104415,2022-11-20,13,Standard,paid_search,39.27,0,5.0,0,0,0
C103488,2022-11-20,13,Basic,organic,20.74,0,7.0,0,0,0
C104528,2022-11-20,13,Standard,organic,47.99,0,28.0,0,0,0
C100029,2022-11-20,13,Premium,paid_search,90.35,0,30.0,1,0,0
C106874,2022-11-20,13,Premium,organic,66.2,3,3.0,0,0,0
C107708,2022-11-20,13,Standard,organic,35.98,0,1.0,0,0,0
C102156,2022-11-20,13,Standard,referral,49.48,0,1.0,0,0,0
C103813,2022-11-20,13,Basic,partner,21.22,2,12.0,0,0,0
C102520,2022-11-20,13,Premium,organic,103.39,1,0.0,0,0,0
C100688,2022-11-21,13,Premium,organic,57.17,1,36.0,1,0,0
C104093,2022-11-21,13,Premium,organic,48.83,0,0.0,0,0,0
C106086,2022-11-21,13,Standard,organic,41.18,1,,0,0,0
C105094,2022-11-21,13,Basic,referral,18.42,1,0.0,0,0,0
C101262,2022-11-21,13,Basic,organic,22.25,1,6.0,1,0,0
C101728,2022-11-21,13,Premium,organic,71.09,2,25.0,0,3,1
C105628,2022-11-21,13,Premium,partner,105.04,0,1.0,0,0,0
C103811,2022-11-21,13,Standard,paid_search,46.68,0,2.0,0,0,0
C102145,2022-11-21,13,Standard,referral,31.84,0,1.0,0,0,0
C102801,2022-11-21,13,Standard,paid_search,33.98,2,15.0,0,0,0
C106604,2022-11-22,13,Basic,paid_search,20.19,3,3.0,0,0,0
C104941,2022-11-22,13,Basic,paid_search,16.1,0,10.0,0,0,0
C106131,2022-11-22,13,Basic,organic,16.19,2,90.0,0,4,1
C103779,2022-11-22,13,Standard,organic,40.7,0,11.0,1,0,0
C104296,2022-11-22,13,Standard,organic,49.56,0,3.0,0,0,0
C100046,2022-11-22,13,Basic,paid_search,20.05,1,3.0,1,0,0
C107028,2022-11-22,13,Standard,organic,23.58,0,2.0,1,0,0
C104464,2022-11-22,13,Standard,organic,41.43,2,27.0,0,0,0
C102859,2022-11-22,13,Basic,paid_search,21.29,0,12.0,0,0,0
C107147,2022-11-22,13,Basic,referral,16.49,1,9.0,0,0,0
C105533,2022-11-22,13,Standard,organic,37.95,3,3.0,0,0,0
C100185,2022-11-22,13,Standard,organic,37.7,0,2.0,0,0,0
C107180,2022-11-22,13,Basic,paid_search,20.78,1,1.0,0,0,0
C100868,2022-11-22,13,Basic,organic,23.77,0,5.0,0,0,0
C103600,2022-11-22,13,Premium,organic,89.55,1,13.0,0,3,1
C104003,2022-11-22,13,Basic,organic,15.47,0,15.0,0,0,0
C105171,2022-11-22,13,Standard,referral,43.11,2,3.0,0,0,0
C100922,2022-11-22,13,Basic,organic,18.66,0,11.0,0,0,0
C104544,2022-11-22,13,Basic,partner,21.18,1,11.0,1,0,0
C106087,2022-11-23,13,Standard,partner,31.12,1,10.0,0,0,0
C100218,2022-11-23,13,Premium,partner,73.93,1,8.0,0,3,1
C102734,2022-11-23,13,Basic,paid_search,22.76,0,1.0,0,0,0
C101642,2022-11-23,13,Standard,paid_search,26.69,1,6.0,0,0,0
C106943,2022-11-23,13,Standard,paid_search,30.57,0,6.0,0,0,0
C107086,2022-11-23,13,Standard,paid_search,27.3,0,,0,0,0
C100266,2022-11-23,13,Basic,paid_search,15.59,0,21.0,0,0,0
C103615,2022-11-23,13,Standard,referral,46.87,1,4.0,0,0,0
C105343,2022-11-23,13,Basic,paid_search,21.81,0,1.0,0,1,0
C103555,2022-11-23,13,Premium,paid_search,101.55,2,26.0,0,4,1
C104321,2022-11-24,13,Standard,paid_search,38.11,1,7.0,0,0,0
C106026,2022-11-24,13,Premium,paid_search,60.07,1,12.0,0,0,0
C101091,2022-11-24,13,Standard,paid_search,35.88,1,22.0,0,0,0
C104143,2022-11-24,13,Basic,partner,16.17,0,,1,0,0
C106472,2022-11-24,13,Standard,referral,45.62,0,4.0,0,0,0
C103746,2022-11-24,13,Standard,paid_search,43.76,0,18.0,1,0,0
C101472,2022-11-24,13,Premium,organic,78.56,1,5.0,1,4,1
C103079,2022-11-24,13,Premium,organic,66.53,1,2.0,0,0,0
C100882,2022-11-24,13,Standard,organic,31.44,1,20.0,0,0,0
C107464,2022-11-24,13,Premium,organic,71.95,2,1.0,0,0,0
C106139,2022-11-24,13,Basic,organic,23.39,1,8.0,0,0,0
C101318,2022-11-24,13,Basic,referral,22.24,0,1.0,0,0,0
C101183,2022-11-24,13,Standard,organic,24.05,0,,0,0,0
C107872,2022-11-24,13,Standard,referral,43.82,1,21.0,0,0,0
C102381,2022-11-24,13,Premium,paid_search,85.51,1,,0,0,0
C106866,2022-11-24,13,Basic,organic,21.13,0,1.0,0,0,0
C103665,2022-11-25,13,Standard,referral,34.84,1,13.0,1,0,0
C101889,2022-11-25,13,Basic,organic,18.19,1,21.0,1,3,0
C104226,2022-11-25,13,Standard,partner,39.64,1,5.0,0,0,0
C106668,2022-11-25,13,Basic,paid_search,28.14,3,16.0,0,2,1
C101372,2022-11-25,13,Basic,organic,16.32,0,18.0,0,0,0
C100030,2022-11-25,13,Standard,organic,38.76,3,,0,2,1
C102216,2022-11-25,13,Standard,referral,52.75,0,2.0,0,0,0
C100019,2022-11-25,13,Standard,organic,38.47,0,29.0,0,0,0
C101056,2022-11-25,13,Standard,organic,36.75,2,1.0,1,0,0
C102434,2022-11-25,13,Standard,organic,37.72,0,17.0,0,0,0
C103499,2022-11-25,13,Basic,organic,12.0,0,10.0,0,0,0
C102039,2022-11-25,13,Basic,organic,28.42,0,9.0,0,0,0
C101330,2022-11-25,13,Standard,organic,38.25,0,7.0,1,0,0
C100213,2022-11-25,13,Basic,referral,20.21,1,13.0,0,0,0
C105663,2022-11-26,13,Premium,referral,65.81,0,6.0,1,0,0
C107505,2022-11-26,13,Basic,paid_search,21.67,0,6.0,0,0,0
C102577,2022-11-26,13,Standard,organic,41.9,0,5.0,0,0,0
C103980,2022-11-26,13,Basic,organic,14.86,0,9.0,0,0,0
C106690,2022-11-26,13,Premium,organic,88.24,1,15.0,0,0,0
C103142,2022-11-26,13,Standard,organic,44.2,1,2.0,1,0,0
C104758,2022-11-26,13,Basic,paid_search,22.97,0,8.0,0,0,0
C103816,2022-11-26,13,Standard,paid_search,33.32,1,,0,0,0
C106921,2022-11-26,13,Standard,organic,51.2,1,4.0,0,0,0
C106229,2022-11-26,13,Basic,referral,20.46,2,,1,0,0
C101918,2022-11-26,13,Premium,organic,71.2,0,6.0,0,0,0
C105606,2022-11-26,13,Standard,referral,37.47,1,3.0,0,0,0
C107245,2022-11-26,13,Standard,organic,32.69,1,19.0,0,0,0
C105177,2022-11-26,13,Standard,referral,55.5,3,,0,0,0
C104105,2022-11-27,13,Basic,organic,17.99,3,16.0,1,0,0
C101367,2022-11-27,13,Standard,organic,37.19,3,44.0,1,2,1
C103452,2022-11-27,13,Basic,partner,27.86,1,1.0,0,0,0
C102242,2022-11-27,13,Basic,referral,22.74,0,7.0,0,0,0
C100832,2022-11-27,13,Standard,organic,34.59,3,14.0,0,0,0
C104443,2022-11-27,13,Basic,referral,11.79,2,20.0,0,0,0
C102644,2022-11-27,13,Standard,organic,47.53,1,,0,0,0
C107995,2022-11-27,13,Standard,referral,34.93,1,2.0,0,0,0
C107612,2022-11-27,13,Basic,paid_search,15.24,2,6.0,0,0,0
C104046,2022-11-27,13,Standard,paid_search,37.74,1,12.0,0,0,0
C102046,2022-11-27,13,Basic,partner,16.5,0,5.0,0,0,0
C103586,2022-11-27,13,Basic,organic,20.75,0,12.0,0,0,0
C105309,2022-11-27,13,Standard,partner,34.92,1,16.0,0,1,1
C102336,2022-11-28,13,Basic,paid_search,16.74,0,17.0,0,0,0
C105578,2022-11-28,13,Basic,paid_search,17.48,1,4.0,0,0,0
C103396,2022-11-28,13,Basic,referral,16.08,1,0.0,0,0,0
C102390,2022-11-28,13,Basic,paid_search,17.25,4,11.0,0,1,1
C106247,2022-11-28,13,Basic,paid_search,19.4,0,,1,0,0
C104024,2022-11-28,13,Basic,partner,20.01,1,9.0,0,0,0
C106175,2022-11-28,13,Standard,organic,35.06,1,3.0,0,0,0
C100505,2022-11-28,13,Basic,organic,18.26,1,,0,0,0
C101852,2022-11-28,13,Basic,organic,15.13,1,54.0,0,2,1
C101802,2022-11-28,13,Standard,organic,26.16,1,6.0,1,0,0
C102204,2022-11-28,13,Basic,partner,13.08,1,19.0,0,0,0
C100791,2022-11-28,13,Basic,organic,16.85,1,0.0,0,0,0
C101565,2022-11-28,13,Basic,referral,20.57,1,2.0,1,0,0
C102990,2022-11-29,13,Basic,partner,21.36,1,3.0,0,0,0
C100221,2022-11-29,13,Basic,paid_search,16.71,0,16.0,0,0,0
C100536,2022-11-29,13,Standard,organic,39.72,0,2.0,0,0,0
C101742,2022-11-29,13,Standard,paid_search,41.05,0,7.0,0,0,0
C103442,2022-11-29,13,Standard,referral,40.06,0,5.0,1,0,0
C103883,2022-11-29,13,Standard,referral,31.08,1,2.0,1,0,0
C106757,2022-11-29,13,Standard,organic,39.01,0,10.0,1,0,0
C101457,2022-11-29,13,Standard,referral,43.77,1,7.0,1,0,0
C104423,2022-11-29,13,Premium,paid_search,75.07,0,1.0,0,0,0
C100870,2022-11-30,13,Basic,partner,24.01,0,1.0,0,0,0
C105829,2022-11-30,13,Standard,paid_search,40.45,0,4.0,0,0,0
C102845,2022-11-30,13,Basic,organic,22.04,0,1.0,0,0,0
C100204,2022-11-30,13,Standard,paid_search,45.12,1,6.0,1,0,0
C105205,2022-11-30,13,Premium,referral,83.3,0,17.0,0,0,0
C102179,2022-11-30,13,Basic,organic,17.12,0,,0,0,0
C104049,2022-11-30,13,Standard,referral,29.41,0,14.0,0,0,0
C102844,2022-11-30,13,Standard,organic,42.32,0,5.0,0,0,0
C102003,2022-12-01,13,Basic,organic,20.97,3,7.0,0,0,0
C100797,2022-12-01,13,Standard,organic,38.76,1,,0,0,0
C105719,2022-12-01,13,Basic,organic,19.45,0,5.0,0,0,0
C105136,2022-12-01,13,Standard,paid_search,31.94,1,0.0,0,0,0
C100915,2022-12-01,13,Standard,partner,48.59,0,8.0,0,0,0
C104525,2022-12-01,13,Premium,paid_search,53.71,0,3.0,0,0,0
C101554,2022-12-01,13,Standard,partner,37.81,0,17.0,0,0,0
C105743,2022-12-01,13,Standard,partner,42.5,0,6.0,0,0,0
C107100,2022-12-02,13,Premium,organic,65.49,1,6.0,0,0,0
C105471,2022-12-02,13,Basic,organic,23.04,2,,0,0,0
C100334,2022-12-02,13,Premium,organic,106.58,0,0.0,0,0,0
C104178,2022-12-02,13,Standard,organic,52.48,1,12.0,0,0,0
C102506,2022-12-02,13,Premium,referral,65.96,2,3.0,0,0,0
C100904,2022-12-02,13,Standard,organic,47.29,0,4.0,0,0,0
C103015,2022-12-02,13,Premium,partner,58.0,2,3.0,0,0,0
C107814,2022-12-02,13,Standard,referral,27.89,0,6.0,0,0,0
C100113,2022-12-02,13,Standard,organic,32.54,0,2.0,0,0,0
C105584,2022-12-02,13,Standard,organic,35.12,1,17.0,0,0,0
C106093,2022-12-03,13,Standard,organic,40.08,3,6.0,0,0,0
C106112,2022-12-03,13,Basic,paid_search,16.67,1,10.0,1,0,0
C101519,2022-12-03,13,Standard,paid_search,41.37,1,0.0,0,0,0
C100646,2022-12-03,13,Premium,organic,102.39,1,2.0,0,0,0
C102019,2022-12-03,13,Premium,referral,86.03,3,4.0,1,0,0
C101212,2022-12-03,13,Premium,paid_search,87.4,0,,0,0,0
C102273,2022-12-03,13,Basic,partner,18.65,0,7.0,0,0,0
C103131,2022-12-03,13,Standard,organic,35.37,3,10.0,0,0,0
C104166,2022-12-04,13,Standard,paid_search,38.72,1,11.0,0,0,0
C104741,2022-12-04,13,Standard,paid_search,32.96,2,18.0,1,0,0
C100072,2022-12-04,13,Basic,organic,12.96,0,15.0,0,3,1
C105021,2022-12-04,13,Premium,organic,86.92,2,,0,0,0
C100175,2022-12-04,13,Standard,organic,39.91,1,2.0,1,0,0
C100938,2022-12-04,13,Standard,referral,30.62,1,9.0,0,0,0
C100484,2022-12-04,13,Premium,paid_search,62.8,1,3.0,0,0,0
C102581,2022-12-04,13,Standard,organic,32.38,1,8.0,0,0,0
C102729,2022-12-04,13,Standard,paid_search,39.65,0,3.0,0,0,0
C105665,2022-12-04,13,Standard,organic,27.22,0,0.0,0,0,0
C105212,2022-12-04,13,Basic,paid_search,15.32,0,9.0,0,0,0
C102188,2022-12-04,13,Standard,referral,40.88,0,1.0,1,0,0
C100611,2022-12-04,13,Basic,organic,13.42,1,5.0,0,0,0
C104322,2022-12-04,13,Basic,organic,19.3,2,4.0,0,0,0
C107482,2022-12-05,13,Basic,partner,21.31,0,3.0,0,0,0
C107767,2022-12-05,13,Standard,organic,42.31,1,1.0,0,0,0
C102408,2022-12-05,13,Standard,organic,40.63,1,1.0,0,0,0
C102464,2022-12-05,13,Standard,referral,39.62,0,11.0,0,0,0
C106580,2022-12-05,13,Standard,organic,35.19,0,28.0,0,5,1
C105712,2022-12-05,13,Premium,partner,51.81,1,18.0,0,0,0
C103291,2022-12-05,13,Basic,organic,20.58,0,26.0,0,0,0
C102076,2022-12-05,13,Standard,organic,44.29,1,13.0,0,0,0
C105117,2022-12-05,13,Standard,organic,37.67,0,15.0,0,0,0
C107018,2022-12-05,13,Basic,organic,24.19,1,8.0,0,0,0
C103630,2022-12-05,13,Standard,paid_search,42.95,0,4.0,0,0,0
C102715,2022-12-05,13,Premium,organic,109.49,1,1.0,0,0,0
C103953,2022-12-05,13,Basic,organic,21.8,1,44.0,0,2,1
C100230,2022-12-05,13,Premium,paid_search,110.8,1,1.0,0,0,0
C102353,2022-12-06,13,Basic,organic,15.44,2,,1,0,0
C106189,2022-12-06,13,Basic,referral,26.77,1,19.0,0,1,1
C105653,2022-12-06,13,Standard,referral,31.36,0,26.0,0,0,0
C105273,2022-12-06,13,Standard,paid_search,35.06,0,3.0,0,0,0
C106174,2022-12-06,13,Basic,organic,23.3,1,4.0,1,0,0
C101247,2022-12-06,13,Basic,organic,22.55,0,3.0,1,0,0
C101953,2022-12-06,13,Basic,referral,19.19,2,1.0,0,0,0
C107509,2022-12-06,13,Basic,paid_search,16.1,1,2.0,0,0,0
C106454,2022-12-07,13,Basic,partner,24.86,0,,0,0,0
C100709,2022-12-07,13,Basic,organic,22.47,1,12.0,0,0,0
C106318,2022-12-07,13,Premium,organic,76.45,0,1.0,0,0,0
C106284,2022-12-07,13,Basic,referral,9.79,2,0.0,2,0,0
C100053,2022-12-07,13,Basic,paid_search,23.67,0,10.0,0,0,0
C107975,2022-12-07,13,Basic,organic,21.12,1,3.0,0,0,0
C104179,2022-12-07,13,Basic,partner,26.72,1,38.0,0,0,0
C100276,2022-12-07,13,Basic,partner,21.01,1,4.0,1,0,0
C102643,2022-12-07,13,Basic,referral,17.98,3,7.0,0,0,0
C101074,2022-12-07,13,Premium,organic,88.75,0,2.0,0,0,0
C107739,2022-12-07,13,Standard,organic,31.81,1,,0,0,0
C102526,2022-12-08,13,Basic,partner,15.18,1,3.0,0,0,0
C101498,2022-12-08,13,Basic,organic,16.81,1,,0,0,0
C103661,2022-12-08,13,Premium,paid_search,51.47,1,11.0,0,0,0
C103559,2022-12-08,13,Premium,partner,84.13,0,18.0,0,0,0
C104806,2022-12-08,13,Basic,paid_search,20.66,1,16.0,0,0,0
C100473,2022-12-08,13,Basic,organic,21.19,2,4.0,0,0,0
C105411,2022-12-08,13,Basic,partner,18.49,0,,0,0,0
C103285,2022-12-08,13,Premium,organic,64.88,1,1.0,0,0,0
C106004,2022-12-08,13,Basic,referral,21.22,0,1.0,0,0,0
C104342,2022-12-08,13,Standard,organic,41.26,0,12.0,1,0,0
C106946,2022-12-08,13,Premium,paid_search,91.24,0,14.0,0,0,0
C103089,2022-12-08,13,Basic,paid_search,17.27,2,14.0,0,0,0
C104866,2022-12-08,13,Basic,organic,14.65,0,14.0,0,0,0
C104480,2022-12-08,13,Basic,referral,18.57,0,9.0,0,0,0
C107764,2022-12-08,13,Premium,paid_search,83.59,1,2.0,0,0,0
C101767,2022-12-08,13,Standard,organic,37.63,1,3.0,0,0,0
C101801,2022-12-08,13,Standard,referral,37.54,1,4.0,0,0,0
C105339,2022-12-08,13,Basic,organic,20.43,1,9.0,0,0,0
C103138,2022-12-09,13,Standard,referral,35.51,1,56.0,0,0,0
C105768,2022-12-09,13,Standard,organic,43.12,0,13.0,0,0,0
C105941,2022-12-09,13,Basic,organic,11.78,0,16.0,0,0,0
C101967,2022-12-09,13,Basic,paid_search,18.76,0,6.0,0,0,0
C104484,2022-12-09,13,Standard,partner,30.37,3,6.0,0,0,0
C106060,2022-12-09,13,Premium,referral,108.72,2,19.0,0,0,0
C100366,2022-12-09,13,Standard,partner,41.94,1,10.0,0,0,0
C101696,2022-12-09,13,Basic,organic,25.24,0,8.0,0,4,1
C105906,2022-12-09,13,Standard,paid_search,32.05,0,1.0,0,0,0
C107548,2022-12-09,13,Basic,paid_search,24.54,1,,1,0,0
C101101,2022-12-09,13,Basic,organic,11.32,0,0.0,0,0,0
C102975,2022-12-09,13,Basic,referral,15.94,1,6.0,0,0,0
C107186,2022-12-09,13,Premium,partner,94.73,0,6.0,0,0,0
C100069,2022-12-09,13,Basic,paid_search,15.85,0,7.0,0,0,0
C101711,2022-12-09,13,Standard,paid_search,38.57,2,12.0,0,0,0
C104706,2022-12-10,13,Basic,organic,17.32,0,14.0,0,0,0
C101430,2022-12-10,13,Basic,partner,14.16,0,0.0,0,0,0
C102548,2022-12-10,13,Standard,organic,38.75,2,5.0,0,0,0
C107667,2022-12-10,13,Premium,organic,71.81,0,18.0,1,6,1
C107091,2022-12-10,13,Basic,paid_search,21.84,0,,0,0,0
C100123,2022-12-10,13,Basic,partner,20.1,0,5.0,0,0,0
C107978,2022-12-10,13,Basic,referral,22.51,1,14.0,1,4,1
C107721,2022-12-10,13,Standard,referral,33.85,2,2.0,0,0,0
C102453,2022-12-10,13,Basic,paid_search,12.27,0,4.0,0,0,0
C104416,2022-12-10,13,Premium,paid_search,77.59,1,17.0,0,0,0
C105871,2022-12-11,13,Standard,partner,33.83,2,5.0,0,0,0
C103635,2022-12-11,13,Basic,partner,17.16,1,30.0,0,0,0
C103122,2022-12-11,13,Premium,organic,96.66,0,30.0,1,3,1
C104605,2022-12-11,13,Basic,organic,15.1,0,44.0,0,0,0
C106616,2022-12-11,13,Basic,organic,19.27,1,3.0,0,0,0
C107268,2022-12-11,13,Basic,paid_search,22.88,1,1.0,0,0,0
C106922,2022-12-11,13,Standard,partner,38.75,0,5.0,0,0,0
C105347,2022-12-11,13,Premium,paid_search,78.29,3,20.0,0,5,1
C105353,2022-12-11,13,Standard,organic,34.02,0,4.0,0,0,0
C103937,2022-12-11,13,Basic,paid_search,18.49,0,9.0,0,0,0
C102912,2022-12-11,13,Standard,paid_search,38.25,0,37.0,0,0,0
C106499,2022-12-11,13,Standard,paid_search,34.88,0,4.0,0,0,0
C100108,2022-12-11,13,Premium,organic,61.44,1,2.0,0,0,0
C105490,2022-12-12,13,Basic,referral,20.3,1,,0,0,0
C101788,2022-12-12,13,Standard,organic,44.18,1,11.0,0,1,1
C102394,2022-12-12,13,Standard,referral,32.08,0,0.0,0,0,0
C102025,2022-12-12,13,Premium,organic,78.39,1,,0,0,0
C105991,2022-12-12,13,Basic,organic,23.75,1,10.0,0,0,0
C106828,2022-12-12,13,Standard,paid_search,42.57,1,3.0,0,0,0
C100289,2022-12-12,13,Standard,organic,49.18,1,2.0,0,0,0
C107065,2022-12-12,13,Basic,paid_search,23.07,0,19.0,0,0,0
C103409,2022-12-12,13,Basic,organic,21.75,1,3.0,1,0,0
C102462,2022-12-13,13,Standard,paid_search,26.86,0,1.0,0,0,0
C100973,2022-12-13,13,Premium,referral,83.9,0,14.0,0,0,0
C104115,2022-12-13,13,Premium,paid_search,91.29,0,9.0,1,0,0
C102458,2022-12-13,13,Standard,paid_search,44.45,1,2.0,0,0,0
C100943,2022-12-13,13,Premium,referral,84.99,0,3.0,0,4,1
C106602,2022-12-13,13,Premium,organic,78.56,0,7.0,0,0,0
C103873,2022-12-13,13,Basic,paid_search,20.86,0,1.0,0,0,0
C103989,2022-12-13,13,Premium,paid_search,67.16,0,6.0,0,0,0
C106230,2022-12-13,13,Standard,organic,41.56,1,17.0,0,0,0
C103450,2022-12-13,13,Basic,organic,17.55,0,4.0,0,0,0
C107474,2022-12-13,13,Basic,organic,13.82,2,2.0,0,0,0
C106045,2022-12-13,13,Standard,organic,38.46,0,1.0,0,1,0
C107439,2022-12-13,13,Premium,organic,90.32,0,3.0,1,1,0
C106562,2022-12-13,13,Standard,organic,42.99,1,10.0,0,0,0
C105856,2022-12-13,13,Standard,referral,37.94,1,4.0,1,4,1
C107823,2022-12-13,13,Standard,referral,49.89,0,3.0,0,0,0
C107661,2022-12-14,13,Basic,partner,20.27,0,7.0,0,0,0
C105132,2022-12-14,13,Basic,partner,16.0,3,3.0,0,0,0
C105146,2022-12-14,13,Basic,referral,18.29,0,4.0,0,0,0
C102455,2022-12-14,13,Standard,organic,42.7,3,21.0,0,0,1
C101419,2022-12-14,13,Basic,paid_search,17.27,0,20.0,0,0,0
C105630,2022-12-14,13,Standard,paid_search,37.11,2,,0,3,1
C100518,2022-12-14,13,Standard,organic,46.86,2,7.0,1,0,0
C102979,2022-12-14,13,Standard,paid_search,32.32,1,11.0,0,0,0
C107190,2022-12-14,13,Basic,partner,15.99,0,7.0,2,0,0
C100075,2022-12-14,13,Basic,partner,20.84,0,1.0,0,0,0
C102238,2022-12-14,13,Premium,paid_search,80.67,1,7.0,0,0,0
C105560,2022-12-14,13,Standard,organic,38.73,1,12.0,0,0,0
C103497,2022-12-14,13,Standard,organic,34.23,0,6.0,0,0,0
C100708,2022-12-14,13,Basic,organic,14.49,2,9.0,0,2,1
C101540,2022-12-14,13,Premium,organic,79.47,3,,0,0,0
C103845,2022-12-15,13,Basic,organic,12.71,0,,0,0,0
C106527,2022-12-15,13,Standard,organic,33.72,2,5.0,0,0,0
C104725,2022-12-15,13,Premium,paid_search,101.32,1,13.0,0,0,0
C101794,2022-12-15,13,Standard,organic,45.28,1,0.0,0,0,0
C107324,2022-12-15,13,Basic,partner,24.07,1,0.0,0,0,0
C104452,2022-12-15,13,Basic,organic,13.93,2,16.0,0,0,0
C103970,2022-12-15,13,Standard,organic,47.14,1,,0,0,0
C107522,2022-12-15,13,Premium,organic,73.21,1,13.0,0,0,0
C103137,2022-12-15,13,Basic,organic,13.12,0,7.0,0,0,0
C101201,2022-12-15,13,Basic,organic,16.82,1,1.0,0,0,0
C102959,2022-12-15,13,Premium,organic,81.62,0,22.0,0,2,1
C106348,2022-12-15,13,Basic,organic,17.85,1,4.0,0,0,0
C100621,2022-12-15,13,Premium,referral,75.57,1,1.0,0,0,0
C100972,2022-12-15,13,Basic,referral,19.49,1,18.0,1,3,1
C106597,2022-12-16,13,Standard,organic,40.48,0,13.0,0,0,0
C104280,2022-12-16,13,Standard,partner,42.82,1,14.0,0,0,0
C106798,2022-12-16,13,Premium,partner,92.22,0,1.0,0,0,0
C103055,2022-12-16,13,Basic,referral,26.28,2,7.0,0,0,0
C100767,2022-12-16,13,Standard,organic,41.56,1,1.0,1,0,0
C102768,2022-12-16,13,Standard,organic,41.65,0,10.0,0,0,0
C103261,2022-12-16,13,Standard,partner,36.23,0,6.0,0,0,0
C100784,2022-12-16,13,Premium,paid_search,102.88,1,9.0,0,3,1
C101798,2022-12-16,13,Standard,organic,53.53,0,0.0,0,0,0
C102177,2022-12-17,12,Basic,referral,21.0,0,10.0,1,0,0
C103426,2022-12-17,12,Premium,partner,66.43,1,,0,0,0
C106715,2022-12-17,12,Basic,partner,17.36,0,4.0,0,0,0
C101100,2022-12-17,12,Standard,organic,33.71,1,8.0,0,0,0
C101507,2022-12-17,12,Basic,referral,15.39,0,6.0,0,0,0
C107093,2022-12-17,12,Basic,referral,16.96,0,14.0,0,0,0
C104111,2022-12-17,12,Basic,paid_search,19.5,1,6.0,0,0,0
C103655,2022-12-18,12,Standard,paid_search,35.54,0,32.0,0,2,1
C102685,2022-12-18,12,Basic,partner,19.86,0,2.0,0,0,0
C101807,2022-12-18,12,Premium,organic,74.92,2,13.0,0,4,1
C101931,2022-12-18,12,Basic,paid_search,16.71,0,2.0,0,0,0
C103854,2022-12-18,12,Basic,partner,17.65,1,6.0,0,0,0
C104889,2022-12-18,12,Basic,referral,18.57,1,5.0,0,0,0
C104894,2022-12-18,12,Basic,organic,18.71,0,2.0,0,0,0
C103071,2022-12-18,12,Basic,partner,19.06,0,7.0,0,0,0
C107512,2022-12-18,12,Standard,paid_search,20.24,1,4.0,0,2,1
C100643,2022-12-18,12,Basic,organic,16.7,1,17.0,1,0,1
C103922,2022-12-18,12,Standard,organic,46.66,0,10.0,0,0,0
